receitask,valorpago,usuariosk,calendariosk,enderecosk
4687,98,1762,889,72
1599,47,1255,890,28
3042,44,907,890,20
4701,92,780,890,19
626,29,278,891,39
3485,30,678,891,78
578,35,583,892,76
1764,52,1025,892,23
1589,87,772,892,28
2420,35,621,892,18
3966,23,1995,892,4
4451,100,1106,892,15
5183,29,1420,892,67
454,99,1784,893,38
1258,37,1510,893,6
3891,24,1876,893,32
5615,24,18,893,17
103,38,897,894,76
884,61,448,894,36
4087,71,130,894,156
3627,2,744,894,18
4725,65,1607,894,25
1144,43,636,895,2
2044,50,1796,895,39
1996,9,120,895,2
3710,16,838,895,32
3598,35,1693,895,36
4489,10,791,895,156
196,65,1456,896,12
1166,39,130,896,156
1987,13,1103,896,84
2884,84,1333,896,33
3227,51,1055,896,33
3911,64,124,896,14
5800,73,383,896,2
396,54,1495,897,62
3038,71,646,897,25
4069,41,618,897,33
3688,7,537,897,75
4954,6,1527,897,35
964,42,371,898,76
3780,84,415,898,84
5662,69,946,898,61
2025,17,1638,899,29
2106,63,1527,899,35
2573,32,17,899,151
3971,52,824,899,125
5954,73,1268,899,36
5727,68,1798,899,1
2274,67,1100,900,76
2602,63,201,900,21
4319,97,1198,901,38
5809,90,1148,901,68
1776,85,800,902,118
2359,84,1168,902,36
3087,95,1384,902,20
4029,42,1268,902,36
4332,41,884,902,53
5474,63,966,902,8
59,83,1478,903,53
1885,72,1065,903,4
2642,54,776,903,14
3441,86,594,903,2
4581,55,1857,903,67
5095,91,129,903,1
743,81,1590,904,100
1882,6,1733,904,125
1557,20,184,904,32
4951,43,939,904,1
4843,95,1336,904,15
5786,50,476,904,61
1991,14,207,905,62
2522,100,135,905,32
3253,62,578,905,23
3749,87,323,905,21
5264,1,246,905,8
5214,44,435,905,4
5202,52,1159,905,28
1817,21,1907,906,134
3478,8,58,906,23
1870,66,1168,907,36
2399,46,247,907,3
3206,3,1760,907,151
4484,6,1308,907,2
4688,77,319,907,76
4662,58,483,907,15
1542,71,659,908,32
4406,18,812,908,40
5068,20,688,908,78
4974,46,1831,908,29
5422,13,1872,908,23
830,96,975,909,80
1219,15,1740,909,36
2495,41,1213,909,25
3582,32,316,909,80
4435,31,1138,909,18
4914,5,1207,909,25
5645,86,551,909,38
706,41,938,910,124
11,7,303,911,78
756,80,1959,911,100
1135,9,1288,911,28
4094,27,1037,911,151
3935,41,1319,911,6
3925,94,651,911,20
5563,94,622,911,14
5273,92,706,911,19
323,43,1849,912,29
213,56,1237,912,38
112,20,229,912,12
1068,72,460,912,100
1006,20,827,913,75
2088,46,1555,913,78
2084,91,543,913,35
3157,95,970,913,84
2122,55,1464,914,36
5110,78,1493,914,84
128,32,1293,915,151
3163,25,56,915,67
4039,86,727,915,62
4403,78,1674,915,217
5784,57,354,915,41
563,100,155,916,6
5584,88,608,916,22
1529,34,1212,917,42
1468,39,261,917,2
1836,26,1891,917,38
1757,45,1061,917,12
2840,93,629,917,18
4723,78,52,917,35
5829,43,1351,917,1
320,33,526,918,17
2451,23,1643,918,32
5354,28,1557,918,22
420,84,1439,919,125
158,81,246,919,8
1803,92,1667,919,33
3539,10,1265,919,42
5498,8,213,919,84
5429,91,222,919,15
162,43,125,920,61
984,79,819,920,124
2379,23,1191,920,4
2972,90,1845,920,42
3989,68,309,920,36
4673,22,1683,920,20
1005,21,1089,921,42
1498,40,1669,921,21
2172,73,813,921,35
2163,18,1383,921,33
2783,10,478,921,8
3286,72,1476,921,12
5008,34,1832,921,217
680,69,588,922,53
1199,39,424,922,125
1917,65,962,922,76
4033,89,834,922,10
4241,86,936,922,62
4826,6,1084,922,36
5166,81,645,922,53
5964,51,705,922,11
5648,57,1558,922,11
246,96,925,923,124
910,67,351,923,40
1888,51,1102,923,32
3602,3,1420,923,67
16,80,920,924,35
1745,64,1312,924,151
2872,75,236,924,1
5457,6,413,924,38
1257,42,121,925,61
3201,78,487,925,151
4599,70,322,925,40
4487,17,228,925,4
4158,3,1650,925,156
5918,44,1359,925,14
397,67,1309,926,4
167,61,1059,926,22
76,32,1854,926,62
988,53,1388,926,23
1525,90,653,926,10
3678,78,727,926,62
4944,25,474,926,12
4636,14,1956,926,17
5599,44,583,926,76
5275,52,1509,926,151
5271,40,652,926,76
5989,39,64,926,156
3575,4,1461,927,68
220,78,815,928,10
1642,18,867,928,151
2480,93,1497,928,15
2613,54,325,928,32
4825,36,611,928,42
5884,19,1709,928,151
977,88,445,929,118
718,61,1629,929,14
1781,28,37,929,4
2651,86,1640,929,18
4424,66,1817,929,29
930,68,1592,930,22
1298,33,369,930,12
3070,76,922,930,67
2902,86,1767,930,100
3665,65,1784,930,38
4685,61,546,930,76
4645,76,155,930,6
5702,41,1207,930,25
104,35,1860,931,53
91,86,1822,931,80
3980,70,1824,931,124
5576,91,1149,931,72
5311,94,655,931,78
5252,61,1064,931,15
1334,36,417,932,10
2146,21,1625,932,72
3763,76,235,932,84
3738,29,982,933,68
4766,40,832,933,151
4620,63,433,933,21
5664,49,1202,933,217
395,27,1093,934,61
650,79,662,934,20
5332,66,1929,934,4
5125,91,1643,934,32
5746,66,1927,934,20
922,57,807,935,6
1508,33,501,935,29
3855,21,1875,935,100
3820,59,1549,935,1
3766,95,13,935,21
5653,43,842,935,40
19,98,1919,936,7
1414,61,1406,936,42
2254,60,1904,936,14
5024,21,1949,936,217
5453,51,123,936,10
5904,26,1148,936,68
1288,10,1837,937,4
2216,13,678,937,78
4530,69,79,937,14
5553,94,386,937,76
3428,50,865,938,6
3177,98,1627,938,1
3739,10,1879,938,36
3158,21,1701,939,20
4957,44,34,939,10
243,18,336,940,67
1863,50,404,940,124
2336,88,1570,940,68
3560,96,1562,940,76
3679,87,187,940,17
5466,54,1441,940,40
1957,82,1349,941,72
2520,8,354,941,41
5810,67,1055,941,33
1904,10,166,942,1
1685,32,855,942,151
1660,64,427,942,3
1585,81,141,942,53
2223,94,1789,942,40
5045,69,471,942,124
4732,45,1508,942,67
1852,54,1267,943,61
4132,31,1282,943,11
1000,85,373,944,33
878,66,1214,944,20
3008,94,257,944,61
4436,12,253,944,40
4653,63,1806,944,125
5706,57,1565,944,125
1497,89,326,945,4
5411,31,1323,945,134
1012,91,1620,946,8
721,64,926,946,67
1346,4,473,946,29
2719,66,1428,946,62
3075,27,1966,946,32
3652,27,218,946,25
4544,53,981,946,15
5114,10,917,946,42
4836,25,275,946,67
4831,40,662,946,20
5769,40,1657,946,33
5703,59,1690,946,11
4084,44,695,947,118
3879,44,720,947,72
4563,79,1447,947,21
4358,92,48,947,62
5622,53,1527,947,35
537,90,884,948,53
2091,51,309,948,36
2604,12,1998,948,40
4497,71,1936,948,8
5762,95,156,948,40
1193,73,1995,949,4
1159,24,757,949,19
1707,25,1186,949,151
2506,100,1639,949,62
2059,26,406,949,25
2735,80,1568,949,17
3073,64,1669,949,21
4457,71,1711,949,42
1268,88,1569,950,28
1156,86,437,950,62
2344,69,1575,950,18
2784,25,1178,950,39
4151,93,1370,950,18
4988,33,1277,950,84
232,42,1496,951,124
2980,81,1015,951,8
3748,57,1015,951,8
4340,27,1027,951,1
5929,30,118,951,11
628,36,997,952,11
4072,3,1495,952,62
3593,57,299,952,68
4445,8,1826,952,28
5286,93,265,952,28
505,72,773,953,75
689,38,1366,953,84
1553,47,1826,953,28
2428,84,921,953,17
3995,63,1112,953,12
3983,37,1234,953,125
5030,35,902,953,76
1121,14,1460,954,62
3276,73,237,954,20
5953,28,204,954,84
1989,70,392,955,4
2556,1,185,955,72
3675,3,722,955,20
4150,54,881,955,124
5255,72,1757,955,75
993,74,702,956,67
1524,4,26,956,1
1590,45,707,956,17
2296,7,1161,956,36
3794,99,516,956,36
5753,63,875,956,62
2291,16,1087,957,124
2893,94,1550,957,39
2823,8,749,957,75
5467,33,1068,957,28
5876,45,1377,957,12
1017,1,120,958,2
740,39,608,958,22
554,97,1097,958,17
1637,32,1493,958,84
2387,15,130,958,156
4692,100,626,958,10
5878,24,651,958,20
795,37,1174,959,6
664,81,1440,959,40
2010,39,876,959,25
2889,48,318,959,217
3281,64,1440,959,40
4077,77,1516,959,68
4441,65,797,959,100
4973,39,959,959,41
4650,73,989,959,62
3,26,1737,960,156
792,57,1585,960,2
611,69,1509,960,151
522,64,827,960,75
1070,47,171,960,2
2398,32,1777,960,217
2159,51,446,960,53
2063,94,1568,960,17
5618,6,1882,960,134
15,34,1713,961,72
1291,91,1973,961,4
3132,84,138,961,53
352,46,1339,962,20
151,5,1348,962,40
673,34,796,962,7
1580,41,334,962,1
2347,56,911,962,7
3504,85,1752,962,33
3623,56,124,962,14
4527,75,1156,962,118
4408,86,1398,962,62
4841,26,992,962,20
528,57,1348,963,40
1304,81,1496,963,124
2005,87,1531,963,4
2436,21,1236,963,22
2829,37,1574,963,25
3238,78,259,963,84
5368,2,37,963,4
3751,53,1008,964,39
4429,15,556,964,8
4294,67,1802,964,7
5220,39,1159,964,28
5853,37,1139,964,75
1321,20,1577,965,11
2800,59,1961,965,29
3260,4,1649,965,17
4105,64,1483,965,22
4760,55,211,965,23
2228,83,1955,966,15
3189,12,186,966,125
4232,67,362,966,23
582,67,1541,967,67
1197,48,1820,967,42
2790,1,220,967,80
3448,80,222,967,15
1878,20,1652,968,6
2117,21,34,968,10
3370,73,105,968,39
3792,7,357,968,20
199,67,692,969,10
43,21,1617,969,78
942,37,686,969,68
1059,47,1211,969,84
3396,83,1101,969,36
4983,31,1760,969,151
734,4,1550,970,39
1139,56,1112,970,12
2350,39,784,970,75
2111,95,274,970,53
3986,84,306,970,32
4416,76,364,970,7
4906,14,14,970,118
5345,52,1460,970,62
5330,51,981,970,15
3379,91,517,971,53
3099,94,365,971,2
4263,48,299,971,68
1088,71,1723,972,61
2695,22,371,972,76
3229,96,345,972,41
5581,45,1244,972,76
1082,33,163,973,124
1974,94,1317,973,217
4003,86,1925,973,125
3888,54,827,973,75
3625,77,1794,973,118
4987,48,1291,973,20
129,17,109,974,6
1706,30,1249,974,53
2883,9,723,974,134
2589,15,1653,974,15
3961,77,1739,974,7
3800,29,948,974,40
3732,47,1533,974,32
4446,49,1589,974,38
5612,19,924,974,68
601,95,5,975,32
1250,49,1883,975,76
1226,14,368,975,32
1186,37,1470,975,11
1784,21,1895,975,40
2174,39,1535,975,156
5123,39,1891,975,38
1023,91,686,976,68
3231,93,976,976,38
4302,65,365,976,2
4143,29,19,976,151
334,5,1894,977,41
32,47,1235,977,84
1371,12,148,977,19
3596,91,33,977,18
947,73,1959,978,100
775,31,146,978,40
3729,80,1076,978,7
855,97,820,979,17
819,30,141,979,53
3402,11,361,979,67
3391,60,1274,979,68
3280,17,641,979,42
3200,71,1298,979,36
3615,76,1316,979,40
4744,63,366,979,32
5832,70,618,979,33
5793,16,333,979,84
5779,65,444,979,151
2020,42,296,980,124
3945,65,968,980,53
486,63,1195,981,22
39,73,27,981,12
1545,33,1246,981,4
4733,36,1164,981,41
5186,2,1100,981,76
963,52,1317,982,217
1270,88,631,982,78
2633,79,594,982,2
3450,39,1958,982,17
5282,35,1610,982,28
3128,45,1043,983,12
5714,68,514,983,125
3306,3,197,984,10
3824,73,517,984,53
426,44,1749,985,18
253,83,1037,985,151
101,72,1514,985,68
2045,60,156,985,40
1952,56,225,985,125
3069,50,1685,985,68
3706,87,771,985,23
4505,62,1935,985,20
5165,38,973,985,41
822,89,1557,986,22
1487,80,1446,986,67
5928,1,784,986,75
5844,65,314,986,80
649,86,1627,987,1
5399,34,1986,987,100
2123,39,985,988,33
5289,7,1688,988,217
393,78,1882,989,134
255,44,1722,989,19
1807,71,1685,989,68
3568,76,407,989,23
3440,37,1997,989,12
5038,69,1145,989,134
4656,66,549,989,4
298,16,1186,990,151
602,75,1648,990,84
1708,16,1334,990,75
2233,47,901,990,15
3521,100,1418,990,151
4304,75,260,990,100
5854,19,1615,990,217
999,10,1683,991,20
1519,84,49,991,3
1495,28,1154,991,67
3315,27,398,991,17
3837,35,828,991,61
68,80,954,992,40
953,42,321,992,67
2152,19,507,992,124
2952,71,1695,992,3
3473,26,1019,992,10
5470,61,882,992,72
5931,76,1158,992,14
1724,13,103,993,68
2345,85,1671,993,14
3775,13,1808,993,118
5022,39,236,993,1
577,20,1796,994,39
2276,43,1068,994,28
3500,80,1212,994,42
3328,55,51,994,3
350,96,1403,995,41
1593,75,1938,995,35
2645,92,1483,995,22
2356,15,491,996,125
2049,49,1380,996,100
3926,17,64,996,156
175,76,768,997,125
1052,84,1411,997,78
1942,27,180,997,36
3599,22,1307,997,19
5388,42,1314,997,6
5352,98,1944,997,2
888,55,185,998,72
847,34,318,998,217
725,38,1255,998,28
1719,64,318,998,217
2064,87,254,998,23
3247,22,125,998,61
5783,75,312,998,100
115,28,395,999,11
871,61,1099,999,75
546,25,1392,999,17
5242,4,1820,999,42
1400,99,1188,1000,33
2688,13,1648,1000,84
3172,32,383,1000,2
1483,43,330,1001,134
2814,37,371,1001,76
3549,41,1571,1001,62
5730,79,789,1001,1
125,89,987,1002,25
790,80,975,1002,80
1204,89,952,1002,62
3734,8,801,1002,80
3676,26,588,1002,53
5384,86,595,1002,22
5224,16,1516,1002,68
173,88,1459,1003,125
1269,27,1568,1003,17
2502,66,1187,1003,19
2072,94,52,1003,35
3018,1,766,1003,75
2740,70,1073,1003,134
3886,27,688,1003,78
4368,93,1410,1003,3
808,1,1502,1004,33
693,18,587,1004,42
3787,80,722,1004,20
4816,43,1132,1004,75
1755,63,688,1005,78
1544,25,943,1005,10
4413,29,607,1005,41
4369,90,1799,1005,76
4230,35,696,1005,156
1604,90,780,1006,19
2618,19,885,1006,28
973,89,267,1007,84
3053,91,204,1007,84
4366,40,936,1007,62
5221,74,236,1007,1
2252,19,1810,1008,53
3259,14,1965,1008,72
3978,57,66,1008,35
3655,76,1692,1008,134
4291,85,1127,1008,134
5921,6,1807,1008,62
793,35,1293,1009,151
530,47,1991,1009,23
1499,22,1675,1009,151
1296,12,579,1009,156
2874,77,1104,1009,100
2832,8,356,1009,76
3752,69,1523,1009,19
354,17,336,1010,67
599,82,695,1010,118
1504,15,518,1010,42
2036,82,1206,1010,134
4712,82,154,1010,42
1109,97,912,1011,28
2728,47,869,1011,62
3796,80,435,1011,4
3723,80,1231,1011,67
4211,25,1146,1011,156
5107,42,745,1011,28
5869,89,1526,1011,10
3434,73,1864,1012,156
3362,41,25,1012,80
2819,27,84,1013,35
5019,74,1110,1013,40
4672,61,14,1013,118
55,31,1622,1014,25
946,5,814,1014,8
1621,69,1407,1014,18
3600,33,38,1014,35
4535,13,1185,1014,19
4482,22,1496,1014,124
70,37,674,1015,14
1927,3,1884,1015,23
2422,16,877,1015,39
4221,19,904,1015,100
5283,81,371,1015,76
4542,2,1210,1016,21
4427,45,1556,1016,12
651,27,1814,1017,118
1537,68,37,1017,4
3364,93,1430,1017,20
3096,6,1349,1017,72
4008,24,479,1017,151
4455,48,1188,1017,33
4259,54,1257,1017,38
1901,77,299,1018,68
1610,96,407,1018,23
5874,13,236,1018,1
5837,23,1570,1018,68
1969,78,1991,1019,23
2640,6,1102,1019,32
4480,30,584,1019,76
4990,64,444,1019,151
5715,31,1979,1019,8
3094,80,1182,1020,118
67,91,1946,1021,8
1742,27,1975,1021,36
2974,90,1073,1021,134
3160,59,1554,1021,11
4444,71,1441,1021,40
4169,32,1634,1021,8
4127,7,445,1021,118
453,31,1397,1022,3
5015,82,292,1022,6
5624,99,167,1022,17
5444,49,1681,1022,4
5164,34,1777,1022,217
921,12,861,1023,53
1666,15,1608,1023,33
2478,58,504,1023,36
2941,28,1919,1023,7
3437,99,1517,1023,38
4433,2,201,1023,21
4348,52,1124,1023,75
4762,23,1668,1023,100
5934,64,396,1023,35
3390,4,1539,1024,4
3389,80,1474,1024,100
4090,56,914,1024,76
5112,19,221,1024,28
1026,19,1785,1025,75
2199,48,1544,1025,41
2851,86,228,1025,4
5967,28,598,1025,4
829,28,580,1026,7
1825,17,1019,1026,10
2890,3,1759,1026,118
5065,85,1940,1026,75
4811,35,1507,1026,41
419,96,551,1027,38
329,65,1821,1027,15
1677,95,777,1027,1
3420,86,1848,1027,20
373,34,1836,1028,1
2126,19,487,1028,151
3291,82,1814,1028,118
3960,44,165,1028,62
5205,8,1917,1028,20
5652,10,1759,1028,118
2533,83,873,1029,22
2862,56,260,1029,100
4818,56,678,1029,78
5280,84,1719,1029,61
5943,31,758,1029,18
5717,6,650,1029,124
467,50,872,1030,25
2852,79,1344,1030,100
3556,47,674,1030,14
3164,13,1524,1030,41
3813,20,367,1030,21
3689,43,1889,1030,32
5549,9,1925,1030,125
5982,59,546,1030,76
2394,11,1875,1031,100
4116,87,328,1031,6
4610,69,1898,1031,40
317,16,890,1032,10
938,60,1514,1032,68
1178,30,1735,1032,21
1623,66,867,1032,151
3221,82,754,1032,39
98,3,1599,1033,6
959,75,661,1033,14
583,82,832,1033,151
1096,29,1491,1033,67
3130,86,1074,1033,29
3952,2,1782,1033,61
3731,60,1341,1033,78
4506,7,385,1033,125
5063,23,247,1033,3
1318,89,1119,1034,14
1195,23,1542,1034,15
1696,23,1890,1034,100
3666,65,729,1034,1
5607,2,192,1035,151
5412,72,323,1035,21
237,42,1813,1036,42
107,44,1439,1036,125
2812,52,1067,1036,19
4509,21,156,1036,40
4402,3,542,1036,17
4254,3,1258,1036,156
2835,48,712,1037,125
3526,95,317,1037,125
3767,80,1539,1037,4
590,8,1301,1038,118
1395,27,551,1038,38
1205,10,1756,1038,68
1774,67,1298,1038,36
2260,3,1134,1038,32
2694,73,1193,1038,217
3414,81,1796,1038,39
3208,15,1959,1038,100
3846,83,1451,1038,10
4594,49,131,1038,3
5468,3,1485,1038,38
898,46,27,1039,12
769,79,1006,1039,28
1702,85,1215,1039,75
2879,100,349,1039,11
4144,97,1225,1039,20
4709,93,1960,1039,14
5459,20,355,1039,124
5826,54,1885,1039,42
1609,69,1866,1040,22
2354,20,1434,1040,62
3255,44,890,1040,10
5071,14,203,1040,14
5250,38,979,1040,10
5944,63,1229,1040,36
330,56,763,1041,32
1102,51,332,1041,25
1993,33,1430,1041,20
1629,39,96,1041,4
3534,62,1753,1041,61
4027,69,1471,1041,38
4384,91,1455,1041,28
4880,2,647,1041,8
4720,48,5,1041,32
5267,3,1827,1041,40
407,95,1239,1042,62
1367,95,1101,1042,36
2096,15,1724,1042,42
3313,33,738,1042,217
4062,27,1380,1042,100
4121,53,1046,1042,17
1373,64,818,1043,80
1820,21,666,1043,53
2372,60,1034,1043,6
4529,46,97,1043,67
193,9,39,1044,62
2776,84,1354,1044,22
5212,74,366,1044,32
5882,74,263,1044,17
72,72,1432,1045,61
794,90,1666,1045,32
2545,83,1131,1045,3
4350,96,1867,1045,67
4869,23,482,1045,72
5210,15,33,1045,18
215,68,1362,1046,2
139,52,1281,1046,4
857,65,1773,1046,40
2015,80,1048,1046,36
2736,62,173,1046,124
2687,92,316,1046,80
4093,49,1450,1046,10
663,1,606,1047,75
1233,36,667,1047,41
1080,13,896,1047,11
2858,55,1777,1047,217
3191,17,1628,1047,28
3613,3,863,1047,11
4839,48,1629,1047,14
1343,63,932,1048,53
2331,68,1671,1048,14
2285,10,414,1048,75
4596,61,1252,1048,25
4829,20,1890,1048,100
5993,32,963,1048,124
2201,9,1732,1049,8
2750,78,339,1049,14
3503,81,66,1049,35
4579,47,698,1049,29
5625,17,1003,1049,2
31,74,1292,1050,151
1378,70,179,1050,100
1074,13,860,1050,100
2476,28,1738,1050,2
2792,93,503,1050,75
2430,36,323,1051,21
2186,43,839,1051,1
3016,12,1201,1051,7
2901,60,498,1051,41
596,31,1107,1052,21
2161,35,178,1052,15
3765,70,793,1052,62
4283,62,1965,1052,72
4726,62,1898,1052,40
4669,72,1788,1052,156
5168,35,1013,1052,151
12,64,1208,1053,2
1207,37,1487,1053,20
1895,92,1194,1053,100
3059,15,1310,1053,17
5265,18,1628,1053,28
757,50,1640,1054,18
676,24,560,1054,76
3144,65,395,1054,11
4226,49,722,1054,20
4694,3,1029,1054,72
254,8,449,1055,134
1984,75,861,1055,53
2599,76,1855,1055,8
3127,9,1708,1055,12
5903,79,343,1055,53
5316,32,1031,1056,75
241,61,253,1057,40
1667,47,1146,1057,156
1664,38,217,1057,8
4584,67,1876,1057,32
5754,85,365,1057,2
737,45,1901,1058,53
2984,8,346,1058,7
2964,72,366,1058,32
5750,35,966,1058,8
1200,41,1340,1059,23
1089,87,413,1059,38
2011,92,1907,1059,134
2929,13,518,1059,42
3176,93,963,1059,124
4855,66,1039,1059,41
5796,13,1054,1059,11
390,48,1662,1060,36
5682,91,195,1060,25
5660,54,1837,1060,4
358,34,1860,1061,53
1622,82,422,1061,29
4195,68,380,1061,20
1656,11,575,1062,10
2532,38,1579,1062,19
2309,40,63,1062,20
4192,94,1615,1062,217
5538,98,165,1062,62
287,54,375,1063,7
1850,47,196,1063,124
1594,100,1458,1063,12
3608,62,1241,1063,217
852,99,1621,1064,8
1453,98,447,1064,17
1228,22,1682,1064,151
2703,92,1828,1064,18
2698,64,1830,1064,7
3789,20,371,1064,76
4464,81,1565,1064,125
4341,68,1556,1064,12
432,96,1849,1065,29
1456,26,1484,1065,36
1434,41,831,1065,32
1998,58,531,1065,17
2707,7,728,1065,151
4996,75,1128,1065,19
5128,33,649,1065,21
503,26,1419,1066,36
1653,4,578,1066,23
4845,42,1780,1066,12
5486,33,745,1066,28
174,66,1256,1067,41
787,11,1794,1067,118
529,9,1986,1067,100
1479,1,846,1067,36
1390,57,592,1067,72
4135,24,1251,1067,23
4613,17,1870,1067,68
478,54,1557,1068,22
412,2,1157,1068,28
2400,67,1263,1068,53
2160,70,1303,1068,8
4714,94,1746,1068,6
58,15,513,1069,33
2518,10,838,1069,32
2341,65,627,1069,25
3942,56,756,1069,38
3785,61,1265,1069,42
3745,62,1477,1069,14
5490,38,556,1069,8
1986,5,1021,1070,100
3119,89,793,1070,62
4216,20,1961,1070,29
182,88,613,1071,84
5001,14,86,1071,75
4800,9,1801,1071,20
1248,95,1120,1072,68
4700,13,95,1072,84
1994,87,1183,1073,67
2429,19,1801,1073,20
3314,24,2,1073,124
5748,52,1449,1073,84
3293,30,306,1074,32
3930,47,1500,1074,3
3922,23,556,1074,8
3649,7,1932,1074,41
4573,17,1141,1074,156
74,16,1372,1075,11
856,87,1086,1075,75
2463,27,1785,1075,75
2207,57,454,1075,41
2945,49,1443,1075,67
5570,82,802,1075,36
5303,69,1852,1075,2
5828,4,640,1075,75
2704,85,1941,1076,18
5100,12,1354,1076,22
4887,60,1526,1076,10
5977,78,1404,1076,3
5732,7,1670,1076,21
2057,14,405,1077,8
3417,69,811,1077,14
3932,65,540,1077,12
4328,64,1580,1077,11
4313,48,957,1077,17
4771,25,1460,1077,62
589,40,220,1078,80
3054,46,607,1078,41
3049,24,1933,1078,76
4053,26,1150,1078,118
4212,50,437,1078,62
4804,90,249,1078,84
5243,68,1954,1078,118
3035,55,911,1079,7
2961,89,750,1079,25
3344,75,875,1079,62
5034,7,210,1079,67
0,3,1072,1080,4
849,99,1699,1080,125
1090,12,1122,1080,62
2017,62,448,1080,36
1683,63,1073,1080,134
1554,7,370,1080,22
2411,23,377,1080,134
4518,65,573,1080,84
5141,20,1264,1080,78
362,31,1068,1081,28
1398,2,1727,1081,61
3022,4,918,1081,7
4558,25,979,1081,10
187,49,257,1082,61
172,37,366,1082,32
81,70,1071,1082,35
1107,34,1329,1082,7
1639,96,642,1082,8
3564,47,1798,1082,1
3479,98,1022,1082,7
4595,36,1082,1082,76
4381,54,1043,1082,12
4647,18,1966,1082,32
5472,34,284,1082,18
5831,42,631,1082,78
5765,80,1026,1082,42
624,61,1282,1083,11
1842,51,1992,1083,80
1624,13,544,1083,12
3557,85,935,1083,32
4286,71,209,1083,68
4243,87,397,1083,15
5525,85,396,1083,35
286,37,699,1084,35
3081,11,1006,1084,28
5537,33,1527,1084,35
2343,16,1925,1085,125
3895,25,1739,1085,7
3735,47,1940,1085,75
767,23,587,1086,42
1305,60,1759,1086,118
1812,89,1882,1086,134
1785,14,188,1086,35
1577,68,173,1086,124
3045,39,739,1086,2
2729,40,3,1086,156
2601,56,880,1086,76
1876,1,1457,1087,84
2722,7,297,1087,125
5573,73,345,1087,41
901,58,1062,1088,36
1251,20,98,1088,67
2500,35,1156,1088,118
2489,50,1217,1088,100
2992,65,501,1088,29
2839,21,291,1088,68
4203,70,1816,1089,22
783,77,800,1090,118
1439,69,1306,1090,76
1611,76,1771,1090,61
3580,95,1015,1090,8
3519,79,1828,1090,18
3509,64,1864,1090,156
3322,42,1395,1090,4
3168,68,870,1090,12
3707,57,1817,1090,29
635,27,1469,1091,38
2516,72,17,1091,151
3243,13,1343,1091,36
4351,78,1849,1091,29
302,71,449,1092,134
1810,16,1559,1092,7
2312,95,1149,1092,72
3946,85,1123,1092,11
3728,21,457,1092,2
3660,95,684,1092,3
1562,17,206,1093,25
2815,85,894,1093,124
3187,36,235,1093,84
4690,98,1797,1093,61
5620,49,162,1093,7
5436,62,391,1093,80
5246,97,1899,1093,40
5189,74,882,1093,72
1490,49,404,1094,124
1972,6,1515,1094,4
460,42,1309,1095,4
413,14,1937,1095,67
1344,86,1128,1095,19
3214,40,1863,1095,10
3805,13,450,1095,53
4637,21,1289,1095,36
5590,81,1389,1095,25
