avaliacaosk,nota,usuariosk,filmesk,produtorask,calendariosk,enderecosk
12169,2,1108,448,5,617,12
12136,2,16,448,5,635,151
8955,2,956,448,5,636,125
688,1,1741,448,5,639,3
6883,4,37,448,5,639,156
14681,1,1681,448,5,652,75
14449,2,1589,448,5,662,35
17268,4,351,448,5,684,14
2884,4,196,448,5,718,41
1622,3,10,448,5,738,62
18965,5,1180,448,5,827,6
2901,2,1487,448,5,829,42
12581,5,554,448,5,835,39
537,3,575,448,5,921,21
19315,4,1428,448,5,932,18
8034,1,1759,448,5,964,80
464,2,70,448,5,1016,68
12661,3,619,448,5,1023,53
18476,3,229,491,21,31,62
6531,1,1462,491,21,40,1
11000,1,1285,491,21,40,151
16453,1,594,491,21,71,15
16413,2,1610,491,21,112,28
11201,3,1672,491,21,120,14
19579,5,270,491,21,156,8
8019,4,1755,491,21,158,29
10346,1,1567,491,21,345,32
2785,2,186,491,21,451,61
15308,3,1163,491,21,462,38
3843,2,1333,491,21,498,41
4109,4,890,491,21,514,32
9167,1,1356,491,21,536,125
3620,4,483,491,21,550,38
7311,2,141,491,21,560,28
3967,2,1891,491,21,564,7
19148,1,197,491,21,613,53
4924,4,813,491,21,637,22
8319,3,900,491,21,645,68
14471,1,994,491,21,676,118
14060,2,1732,491,21,684,29
5762,1,1319,491,21,764,41
19222,4,1468,491,21,798,61
12998,1,1017,491,21,827,84
19823,4,173,491,21,827,3
3266,2,1609,491,21,836,11
694,1,624,491,21,919,29
17244,5,1523,491,21,985,72
6434,1,481,491,21,995,29
6160,3,777,491,21,1029,2
19850,2,1318,491,21,1040,124
1055,1,721,491,21,1046,62
5205,4,1087,16,15,14,125
14481,3,520,16,15,21,100
6941,3,1491,16,15,73,41
9670,1,1481,16,15,95,76
17470,4,325,16,15,96,8
18202,1,205,16,15,114,20
10285,2,1704,16,15,122,21
16776,2,1740,16,15,129,125
365,3,463,16,15,129,36
5917,3,744,16,15,215,4
18298,1,394,16,15,278,10
103,5,1656,16,15,279,25
9663,3,509,16,15,314,217
6851,5,454,16,15,367,118
8861,3,1910,16,15,369,1
1100,4,442,16,15,426,4
11526,2,844,16,15,483,40
11522,5,1771,16,15,506,17
12798,2,978,16,15,506,2
6993,1,468,16,15,517,217
16313,1,1475,16,15,596,6
1165,4,650,16,15,606,29
12901,3,193,16,15,615,118
9036,5,37,16,15,628,156
16389,1,1620,16,15,763,78
105,2,262,16,15,766,22
5130,5,1956,16,15,794,41
529,3,1499,16,15,806,100
6102,4,31,16,15,872,36
1222,2,873,16,15,898,36
7847,3,1333,16,15,908,41
16980,3,558,16,15,917,41
1048,3,1997,16,15,955,151
7451,1,1669,16,15,974,25
7504,2,559,16,15,1011,156
17949,4,141,16,15,1012,28
2680,1,1575,16,15,1059,61
19726,4,1045,16,15,1091,32
12641,3,1648,16,15,1095,80
4186,4,717,92,9,19,35
3051,3,1630,92,9,68,125
5541,2,544,92,9,83,40
2236,2,1318,92,9,95,124
15855,4,1254,92,9,95,156
10591,3,1917,92,9,97,124
11191,2,918,92,9,98,78
18473,2,1819,92,9,103,36
3998,2,464,92,9,165,67
15465,1,1365,92,9,172,6
14726,3,1279,92,9,175,28
2479,1,1096,92,9,179,17
429,5,246,92,9,179,23
6699,5,1378,92,9,213,22
3753,2,138,92,9,218,19
11296,3,178,92,9,226,75
723,1,158,92,9,241,29
17130,3,1522,92,9,271,100
17275,3,703,92,9,340,28
14235,3,762,92,9,467,10
9553,2,882,92,9,479,124
9652,2,1513,92,9,509,15
10456,5,1519,92,9,524,4
4376,3,368,92,9,529,40
7188,5,1737,92,9,556,75
18770,1,338,92,9,564,151
18695,2,1665,92,9,601,72
16882,1,780,92,9,612,72
16133,4,429,92,9,637,53
5292,4,432,92,9,687,1
8136,5,968,92,9,689,61
18781,1,1116,92,9,695,67
826,1,1135,92,9,715,14
18135,2,1817,92,9,716,62
4870,5,1169,92,9,722,7
2405,1,1146,92,9,726,18
10609,5,435,92,9,745,124
19751,1,531,92,9,748,21
7385,3,1424,92,9,787,20
11435,1,119,92,9,790,19
3283,2,1812,92,9,810,29
9789,1,1803,92,9,851,118
19648,2,921,92,9,851,15
15408,3,264,92,9,888,2
10811,1,1270,92,9,943,118
14098,5,217,92,9,966,33
8469,2,450,92,9,999,15
15618,2,755,92,9,1015,84
13380,1,1904,92,9,1039,151
1575,4,1702,92,9,1091,41
15235,3,1919,419,19,34,75
453,2,1841,419,19,43,151
10317,1,1704,419,19,84,21
13484,1,633,419,19,108,32
7895,5,1555,419,19,143,1
15254,2,1632,419,19,179,40
6471,1,279,419,19,236,21
15352,1,509,419,19,260,217
10941,4,1985,419,19,302,124
17668,2,188,419,19,312,33
2308,4,1081,419,19,323,14
2049,5,1174,419,19,364,19
16402,4,1882,419,19,369,84
1656,5,1876,419,19,371,156
5217,3,435,419,19,383,124
1900,1,1411,419,19,408,28
2515,5,1626,419,19,417,217
17876,4,90,419,19,456,62
1264,2,1874,419,19,460,61
17840,2,1192,419,19,497,4
18433,4,1578,419,19,528,20
7805,4,138,419,19,530,19
5044,3,1493,419,19,531,80
13898,3,1215,419,19,536,39
3939,5,1141,419,19,579,118
3259,3,1533,419,19,658,40
10575,1,1032,419,19,689,53
168,2,1695,419,19,690,12
17967,5,718,419,19,696,22
16566,3,1954,419,19,710,36
3526,5,1083,419,19,791,28
13807,1,1869,419,19,840,67
14792,1,157,419,19,866,32
16139,1,150,419,19,879,151
15635,3,276,419,19,893,8
10544,5,1405,419,19,895,78
13611,1,275,419,19,911,12
12112,5,97,419,19,974,28
7187,4,1291,419,19,1030,17
16442,3,506,419,19,1078,19
4136,1,143,440,10,50,15
3401,5,641,440,10,82,6
6583,4,1960,440,10,88,2
1262,1,1372,440,10,107,100
9356,3,1439,440,10,137,11
16811,2,1133,440,10,144,10
2316,1,801,440,10,166,20
19115,5,1499,440,10,174,100
16878,3,1803,440,10,182,118
4484,5,1623,440,10,184,32
7261,1,1972,440,10,190,42
15837,2,1786,440,10,203,72
16183,3,304,440,10,238,36
7869,3,1551,440,10,256,80
16310,5,1901,440,10,273,18
18496,4,1234,440,10,296,4
11210,5,1304,440,10,354,118
16847,1,1553,440,10,360,17
3979,4,831,440,10,391,29
1250,4,1108,440,10,394,12
7548,4,1018,440,10,409,1
17788,5,234,440,10,412,1
9425,2,817,440,10,425,17
8649,4,1722,440,10,431,35
11660,4,424,440,10,471,61
5871,3,1245,440,10,497,18
17261,2,1416,440,10,548,68
14613,5,1885,440,10,549,39
4028,5,833,440,10,559,61
14974,5,1949,440,10,593,42
15970,3,1511,440,10,719,12
12601,5,403,440,10,784,1
12529,3,727,440,10,802,20
968,5,194,440,10,809,100
7784,2,1910,440,10,870,1
13340,4,74,440,10,888,17
3093,1,666,440,10,890,15
3297,2,857,440,10,891,62
16560,5,1869,440,10,917,67
4007,2,1823,440,10,920,134
12125,5,1541,440,10,923,14
18719,1,1274,440,10,986,75
11822,4,150,440,10,1055,151
10977,5,1204,478,21,124,80
17576,5,1953,478,21,147,84
18794,1,971,478,21,166,3
12398,5,108,478,21,179,4
17019,3,1124,478,21,191,6
696,2,526,478,21,204,22
5269,2,551,478,21,214,38
17743,1,1667,478,21,250,38
5180,2,1866,478,21,345,25
18924,4,1867,478,21,349,53
14644,1,1929,478,21,355,40
17164,3,769,478,21,388,20
5597,5,685,478,21,498,118
5922,5,244,478,21,513,41
17787,5,924,478,21,535,11
9529,3,590,478,21,544,32
8788,1,574,478,21,565,40
8501,3,503,478,21,574,7
19251,5,1813,478,21,580,124
18254,4,1221,478,21,584,20
18267,3,941,478,21,621,84
15333,5,1593,478,21,669,17
10973,4,340,478,21,704,67
8220,4,1514,478,21,740,72
7515,5,1543,478,21,838,35
5454,4,459,478,21,853,19
18529,4,416,478,21,854,25
9581,2,140,478,21,859,217
13233,3,1340,478,21,904,84
17875,2,989,478,21,945,134
7140,5,1930,478,21,955,20
18483,5,1361,478,21,966,62
1590,2,1006,478,21,1005,67
13605,3,33,33,21,42,100
17245,1,372,33,21,64,38
3119,1,1439,33,21,91,11
1394,4,858,33,21,203,29
8845,1,515,33,21,235,151
9504,3,1773,33,21,268,11
8289,1,570,33,21,272,41
8226,5,1061,33,21,300,32
7407,1,755,33,21,396,84
7298,4,1642,33,21,404,28
18040,3,1667,33,21,434,38
16516,2,417,33,21,469,72
9246,1,612,33,21,493,40
18957,2,293,33,21,516,1
16829,2,852,33,21,545,118
18608,4,711,33,21,587,19
1521,3,165,33,21,608,36
18108,5,729,33,21,697,35
19895,5,304,33,21,723,36
16950,2,475,33,21,733,217
18885,1,1273,33,21,747,125
19588,5,1984,33,21,754,32
6127,4,874,33,21,760,20
6803,3,620,33,21,799,125
10605,4,1871,33,21,807,22
2180,3,231,33,21,889,7
14987,2,1424,33,21,912,20
13128,4,1767,33,21,961,32
11577,1,1405,33,21,965,78
12709,1,504,33,21,980,84
5237,4,844,33,21,1016,40
6715,2,987,33,21,1074,6
18437,2,1379,84,21,14,10
5178,4,112,84,21,33,125
4673,3,90,84,21,43,62
17723,3,334,84,21,52,29
3727,1,1462,84,21,58,1
1918,5,922,84,21,71,36
16021,3,1614,84,21,88,134
3217,4,1231,84,21,127,6
17460,2,679,84,21,139,18
19170,3,1221,84,21,146,20
5911,2,1369,84,21,162,19
3365,1,925,84,21,236,36
3502,1,438,84,21,281,32
4143,3,471,84,21,334,118
9837,5,180,84,21,341,40
14501,3,1239,84,21,360,36
39,1,674,84,21,371,6
9999,1,1268,84,21,381,217
5015,5,1570,84,21,385,80
16869,3,1237,84,21,387,4
2570,2,1293,84,21,427,39
17941,5,757,84,21,439,78
8631,4,1179,84,21,443,42
18024,3,934,84,21,443,6
15870,1,182,84,21,470,32
19700,5,1251,84,21,474,76
19207,3,629,84,21,538,33
15873,3,1992,84,21,545,8
11181,2,365,84,21,555,38
9962,5,42,84,21,564,39
13181,5,843,84,21,600,33
19670,3,1408,84,21,670,68
791,2,383,84,21,683,40
4784,3,1657,84,21,690,125
6823,5,537,84,21,694,1
2855,5,835,84,21,722,53
4274,1,1249,84,21,739,32
10836,4,403,84,21,754,1
17474,5,256,84,21,842,41
7518,4,1137,84,21,895,29
11499,2,1132,84,21,901,151
5299,1,1937,84,21,927,42
1178,2,1843,84,21,941,84
14326,3,1842,84,21,964,32
8243,3,205,84,21,974,20
16105,5,632,84,21,1027,18
1159,5,64,84,21,1037,40
14937,4,1215,84,21,1047,39
270,2,1887,84,21,1066,17
3284,4,1686,255,11,12,84
15882,4,130,255,11,22,25
13173,4,1300,255,11,103,29
17761,5,1744,255,11,112,156
10521,2,212,255,11,122,7
13415,4,1909,255,11,135,12
16135,5,1048,255,11,142,20
6164,4,126,255,11,161,124
15189,5,710,255,11,166,151
1184,5,1199,255,11,234,11
12713,1,336,255,11,251,20
3114,1,496,255,11,257,36
2565,1,1026,255,11,341,67
19724,4,569,255,11,358,125
3862,4,438,255,11,358,32
6763,3,1498,255,11,400,17
454,5,1395,255,11,471,156
3718,3,159,255,11,515,84
4675,2,1803,255,11,533,118
1940,2,742,255,11,551,84
9025,1,699,255,11,583,25
4213,5,708,255,11,598,25
8571,2,283,255,11,608,23
9010,2,298,255,11,648,78
16971,4,498,255,11,793,12
5531,4,603,255,11,821,28
8237,3,1685,255,11,917,17
682,3,182,255,11,927,32
9238,5,177,255,11,946,28
16266,3,963,255,11,967,12
5794,2,206,255,11,982,8
1997,5,1989,255,11,993,28
12558,1,1902,255,11,999,61
3406,3,1371,255,11,1003,84
988,3,927,255,11,1024,2
5705,5,10,255,11,1031,62
19150,1,1090,255,11,1050,151
3881,1,633,288,1,37,32
18431,1,344,288,1,55,53
13338,2,60,288,1,149,61
17928,5,538,288,1,194,12
1594,5,1000,288,1,268,6
5606,5,1759,288,1,273,80
15432,5,615,288,1,429,125
5760,4,769,288,1,464,20
19469,1,1573,288,1,466,78
18475,2,86,288,1,493,15
6887,5,1405,288,1,509,78
12942,4,1221,288,1,517,20
14820,5,919,288,1,525,19
2438,1,103,288,1,526,156
2540,4,220,288,1,527,2
19084,1,512,288,1,541,35
16605,3,1990,288,1,550,68
11525,1,732,288,1,571,217
8439,4,537,288,1,574,1
13794,5,1385,288,1,587,100
14769,5,249,288,1,595,12
4423,4,1179,288,1,599,42
11792,5,1837,288,1,630,67
19538,1,120,288,1,652,62
17464,2,849,288,1,683,36
11020,1,1965,288,1,714,76
5997,5,1883,288,1,729,151
9427,5,107,288,1,738,61
3648,1,819,288,1,810,10
3772,5,887,288,1,938,61
19028,5,1097,288,1,1014,15
7564,5,895,288,1,1082,29
5709,3,1334,410,4,20,217
638,4,5,410,4,86,14
14145,4,242,410,4,88,76
19515,4,430,410,4,96,118
623,2,1224,410,4,117,62
18580,4,1463,410,4,122,62
2595,4,1723,410,4,159,23
4527,3,1071,410,4,163,80
18983,2,1330,410,4,174,35
12413,5,1814,410,4,239,22
15911,3,1475,410,4,332,6
1698,3,1299,410,4,351,4
19349,1,908,410,4,373,76
17821,2,832,410,4,395,39
14410,3,285,410,4,411,217
3090,4,1218,410,4,417,75
4722,1,1831,410,4,473,156
4465,1,1485,410,4,489,134
2218,5,17,410,4,495,38
8674,3,1461,410,4,508,35
7002,1,512,410,4,642,35
12892,5,1478,410,4,643,22
14766,3,1101,410,4,696,124
3780,5,1947,410,4,703,72
13816,1,1621,410,4,775,38
15393,3,685,410,4,947,118
96,5,459,410,4,959,19
13666,5,310,410,4,1005,11
687,3,1081,410,4,1009,14
17411,3,209,410,4,1049,25
11677,5,199,410,4,1054,7
10443,2,605,410,4,1074,67
9437,4,300,410,4,1081,125
3112,2,1604,456,21,25,124
9632,1,801,456,21,75,20
15117,1,257,456,21,91,18
5753,2,235,456,21,117,38
7250,5,1327,456,21,149,72
12198,4,1782,456,21,159,41
2071,5,686,456,21,164,53
1043,4,839,456,21,185,23
12219,5,69,456,21,190,10
17887,1,1705,456,21,199,76
8865,5,764,456,21,262,10
7190,4,781,456,21,299,22
17304,5,1608,456,21,331,32
4339,3,253,456,21,356,42
14996,3,402,456,21,371,8
10889,4,646,456,21,458,21
11550,2,822,456,21,462,7
11972,3,734,456,21,490,38
16035,1,1509,456,21,508,68
10610,3,1618,456,21,520,2
5189,3,899,456,21,525,10
9002,2,13,456,21,599,125
6933,3,100,456,21,640,21
18264,4,1330,456,21,647,35
176,4,310,456,21,666,11
16452,2,1020,456,21,701,72
17247,4,1381,456,21,722,217
18642,4,991,456,21,733,62
14963,4,1616,456,21,772,11
8787,3,1935,456,21,776,17
9278,1,639,456,21,815,40
19663,5,1308,456,21,822,8
19818,2,423,456,21,844,61
15065,3,1892,456,21,886,67
11770,2,434,456,21,891,20
2795,3,1880,456,21,920,62
18208,1,635,456,21,937,17
8585,5,217,456,21,959,33
1727,4,590,456,21,967,32
6449,3,1483,456,21,1060,36
17248,3,542,456,21,1077,12
1123,3,529,485,9,32,84
10870,1,1156,485,9,88,80
3462,5,1574,485,9,115,80
2854,5,1374,485,9,132,84
17880,1,963,485,9,191,12
9629,5,581,485,9,210,84
3066,2,1622,485,9,235,39
18400,3,318,485,9,265,35
4116,1,1329,485,9,284,19
9263,2,434,485,9,284,20
1082,3,932,485,9,315,72
16427,4,1440,485,9,361,2
13046,3,1416,485,9,375,68
12139,4,249,485,9,388,12
9493,4,47,485,9,393,78
5216,1,881,485,9,418,124
5358,3,172,485,9,426,72
17978,4,1024,485,9,449,28
1078,5,1919,485,9,451,75
386,2,92,485,9,495,80
5790,4,826,485,9,499,14
19593,4,403,485,9,660,1
11298,4,1078,485,9,697,217
16783,5,1534,485,9,712,125
4033,4,1933,485,9,750,76
10179,1,860,485,9,813,100
11104,3,314,485,9,884,25
11001,1,608,485,9,924,124
12179,1,401,485,9,946,7
6539,1,279,485,9,953,21
8401,4,1512,485,9,955,75
14651,5,90,485,9,955,62
4835,1,1777,485,9,956,11
12619,1,1296,485,9,1063,20
19320,5,1227,485,9,1094,118
12851,1,1428,91,21,38,18
12951,1,1381,91,21,97,217
17593,3,416,91,21,129,25
15800,5,1139,91,21,211,2
11026,5,1898,91,21,229,67
13017,1,956,91,21,230,125
10295,3,718,91,21,257,22
54,2,1695,91,21,289,12
7369,2,429,91,21,292,53
9676,2,515,91,21,381,151
15890,5,140,91,21,389,217
1467,3,859,91,21,428,41
1623,4,756,91,21,443,21
8974,3,1690,91,21,481,76
14592,4,917,91,21,485,62
10512,5,790,91,21,504,84
2113,1,1096,91,21,578,17
18606,5,388,91,21,608,32
5879,4,1744,91,21,647,156
15702,5,858,91,21,657,29
18160,4,270,91,21,716,8
10056,1,1010,91,21,783,14
17970,5,40,91,21,788,6
6194,1,1524,91,21,830,68
318,3,1215,91,21,839,39
14724,1,1530,91,21,859,14
1747,4,51,91,21,866,35
9945,5,630,91,21,875,28
14071,1,652,91,21,896,8
19400,3,1796,91,21,948,67
2949,2,357,91,21,988,72
19952,3,1320,91,21,1020,68
2118,2,444,91,21,1039,100
3951,4,496,91,21,1049,36
3613,3,209,91,21,1051,25
10846,2,667,91,21,1065,53
844,2,919,193,12,55,19
1625,5,79,193,12,69,61
11572,1,1243,193,12,75,35
16613,4,1942,193,12,81,36
11618,4,879,193,12,115,62
17358,5,750,193,12,149,78
16204,5,1074,193,12,204,75
19329,1,331,193,12,229,78
9983,5,993,193,12,242,32
493,2,1180,193,12,254,6
4060,2,920,193,12,271,156
11591,5,7,193,12,274,118
10320,2,61,193,12,302,8
7382,1,130,193,12,316,25
13038,2,668,193,12,370,29
10353,1,534,193,12,376,36
14036,1,337,193,12,434,35
7744,5,1474,193,12,460,6
13880,5,359,193,12,544,4
1526,3,19,193,12,553,100
12757,1,1665,193,12,562,72
7608,3,592,193,12,585,6
19357,1,1505,193,12,616,17
5014,3,1604,193,12,641,124
3477,2,159,193,12,650,84
7543,5,232,193,12,651,62
8248,2,436,193,12,659,11
4108,2,237,193,12,663,29
2041,1,824,193,12,672,35
18094,1,441,193,12,674,12
16500,3,1501,193,12,747,80
9004,5,711,193,12,747,19
5119,3,1076,193,12,760,2
8828,1,1933,193,12,822,76
231,3,1592,193,12,903,1
8088,2,1774,193,12,909,15
1425,1,1606,193,12,910,36
18200,2,1277,193,12,952,32
3578,1,349,193,12,955,40
989,3,262,193,12,1004,22
7888,3,170,193,12,1022,28
2277,5,1060,193,12,1035,80
19172,3,567,193,12,1048,28
18122,4,1503,252,21,48,11
8429,2,932,252,21,53,72
12392,5,163,252,21,53,62
12166,5,1995,252,21,100,20
2254,5,1505,252,21,103,17
3901,3,1658,252,21,137,15
1920,2,257,252,21,147,18
5575,2,818,252,21,164,118
14521,5,1518,252,21,195,38
9989,4,712,252,21,203,124
11463,3,1964,252,21,218,7
6162,2,74,252,21,225,17
19223,1,816,252,21,251,100
13850,1,339,252,21,255,19
4232,1,1880,252,21,337,62
6125,3,1047,252,21,355,22
10872,1,1774,252,21,408,15
10432,2,1827,252,21,435,75
15407,2,1406,252,21,451,18
12982,1,944,252,21,490,125
6527,3,1156,252,21,492,80
7655,2,426,252,21,502,7
704,2,11,252,21,579,12
11894,2,351,252,21,584,14
19507,1,1149,252,21,595,151
12103,5,1760,252,21,596,41
5156,4,545,252,21,635,33
4949,2,803,252,21,660,23
8682,4,168,252,21,665,11
14702,2,38,252,21,672,217
18084,1,1612,252,21,768,151
9121,1,1582,252,21,775,40
19387,3,1362,252,21,783,17
12501,1,323,252,21,879,75
22,1,1481,252,21,891,76
5322,2,171,252,21,892,33
7482,1,1744,252,21,923,156
3132,5,541,252,21,945,53
9193,5,193,252,21,970,118
17095,1,84,252,21,973,72
19957,2,968,252,21,995,61
10246,4,437,252,21,998,39
13882,3,336,252,21,1020,20
3647,4,215,252,21,1041,67
17974,2,1897,320,21,3,12
2845,3,1975,320,21,10,17
9966,5,1170,320,21,30,12
4807,2,19,320,21,34,100
18497,5,1831,320,21,69,156
17703,1,1094,320,21,76,125
15439,2,109,320,21,79,84
9503,2,16,320,21,88,151
5474,1,1633,320,21,104,62
1383,4,2000,320,21,141,21
18079,1,1974,320,21,143,14
2528,4,1585,320,21,156,100
3448,4,1511,320,21,226,12
15539,3,46,320,21,226,14
15343,5,1635,320,21,227,20
13019,5,890,320,21,289,32
4942,4,1308,320,21,309,8
17309,5,1184,320,21,309,100
19986,2,122,320,21,362,76
11943,5,617,320,21,372,61
1350,4,905,320,21,394,151
13065,3,955,320,21,409,8
19998,4,1986,320,21,463,124
6768,3,999,320,21,505,18
2669,2,1239,320,21,523,36
14654,5,250,320,21,545,20
13403,5,111,320,21,548,38
11024,1,1750,320,21,555,217
1872,2,472,320,21,596,68
9821,4,1106,320,21,629,1
12076,2,1009,320,21,689,11
12671,2,733,320,21,780,61
12885,1,507,320,21,795,84
11338,5,20,320,21,803,156
7646,1,1886,320,21,835,1
15261,1,676,320,21,897,20
2408,5,1713,320,21,935,80
8616,5,285,320,21,975,217
7439,4,1587,320,21,985,4
1891,1,732,320,21,1030,217
1600,4,1310,320,21,1034,28
16844,1,1070,320,21,1068,18
904,1,1404,320,21,1074,41
10354,3,1900,360,3,4,75
18029,5,1180,360,3,18,6
9370,1,481,360,3,64,29
16052,3,137,360,3,68,35
5772,5,1934,360,3,110,6
1674,2,1936,360,3,139,125
2079,1,1412,360,3,144,1
4392,2,1477,360,3,156,22
19369,4,1139,360,3,165,2
2036,4,1736,360,3,181,4
13387,5,711,360,3,186,19
6838,2,660,360,3,190,17
10969,4,440,360,3,194,41
6536,4,1920,360,3,197,14
17320,2,1725,360,3,199,36
16187,1,638,360,3,247,23
12460,4,1252,360,3,303,17
19581,5,1795,360,3,344,75
15284,1,967,360,3,344,61
11835,4,518,360,3,353,18
7097,1,1612,360,3,422,151
15436,2,67,360,3,431,10
12794,3,961,360,3,437,3
10558,2,1198,360,3,452,8
7766,4,1784,360,3,460,2
8596,1,1871,360,3,464,22
3312,2,493,360,3,508,8
11495,2,1204,360,3,535,80
4555,1,324,360,3,557,100
12360,4,804,360,3,632,29
16478,5,1897,360,3,650,12
4483,3,1707,360,3,675,76
18019,3,1623,360,3,692,32
11450,1,871,360,3,692,28
18543,1,17,360,3,723,38
9058,5,1588,360,3,732,15
8720,4,1414,360,3,781,38
18057,2,1638,360,3,849,40
10296,5,995,360,3,850,3
2073,4,1572,360,3,852,2
4282,2,457,360,3,885,33
2679,1,629,360,3,899,33
2985,5,908,360,3,906,76
2371,1,988,360,3,937,84
1661,5,87,360,3,992,2
6149,3,1231,360,3,1005,6
9660,2,643,360,3,1054,84
10266,4,8,360,3,1079,19
6846,4,1233,360,3,1094,2
6495,2,411,371,5,10,38
17555,2,1880,371,5,15,62
10672,1,1871,371,5,38,22
2657,3,1832,371,5,41,15
5165,2,505,371,5,50,61
9339,2,186,371,5,77,61
17136,3,684,371,5,123,23
18004,1,937,371,5,135,217
7197,5,488,371,5,222,4
10747,4,851,371,5,246,7
5170,5,111,371,5,267,38
72,3,1426,371,5,363,17
2817,5,1451,371,5,383,29
5645,3,1570,371,5,410,80
13365,5,757,371,5,443,78
11842,3,1525,371,5,449,67
6409,5,1759,371,5,462,80
10873,5,577,371,5,499,12
11540,1,1143,371,5,543,32
15360,5,208,371,5,571,25
17347,3,1792,371,5,581,4
16417,5,780,371,5,593,72
12479,5,1118,371,5,627,75
18450,1,443,371,5,642,42
16788,1,158,371,5,669,29
2955,5,1932,371,5,710,100
9147,5,967,371,5,751,61
9891,3,381,371,5,753,15
2429,5,1912,371,5,808,118
12350,3,54,371,5,888,32
12927,3,861,371,5,898,84
16643,3,221,371,5,942,62
13680,1,1802,371,5,958,61
10157,3,397,371,5,962,156
6894,1,1546,371,5,1027,23
7986,3,1146,381,5,4,18
18526,3,592,381,5,7,6
5876,1,51,381,5,64,35
4785,1,86,381,5,74,15
3100,5,1822,381,5,89,33
7837,5,1124,381,5,96,6
4505,2,271,381,5,97,100
19518,5,1507,381,5,114,217
10632,5,1340,381,5,114,84
12860,2,341,381,5,117,11
4770,4,13,381,5,125,125
2603,5,907,381,5,182,67
19108,5,1552,381,5,213,84
12852,5,1721,381,5,232,40
10856,5,1376,381,5,246,61
1880,4,1394,381,5,298,134
12472,3,1937,381,5,344,42
15421,3,793,381,5,362,7
6094,1,1118,381,5,372,75
12912,4,1898,381,5,382,67
14115,1,343,381,5,438,118
8986,1,172,381,5,442,72
17282,1,1312,381,5,467,19
15729,4,1455,381,5,476,75
13912,3,267,381,5,546,78
8365,3,73,381,5,665,40
10801,2,1283,381,5,736,53
3141,5,712,381,5,789,124
8604,3,69,381,5,826,10
8540,5,780,381,5,848,72
206,2,1397,381,5,997,38
8867,2,306,381,5,1034,7
17071,4,942,381,5,1078,20
16432,4,716,435,15,3,75
15498,5,299,435,15,33,35
15227,1,1399,435,15,36,22
4267,4,739,435,15,37,76
701,3,1368,435,15,112,42
664,4,625,435,15,135,68
495,4,231,435,15,141,7
11832,4,403,435,15,142,1
3969,1,1013,435,15,201,42
19571,5,640,435,15,249,75
6420,5,92,435,15,266,80
6760,4,725,435,15,302,23
12389,5,841,435,15,314,124
12321,2,1370,435,15,336,151
12478,1,651,435,15,349,14
6698,4,1207,435,15,372,4
2714,5,1581,435,15,464,151
10482,3,1345,435,15,491,20
4474,1,390,435,15,580,33
7378,2,330,435,15,594,7
10006,1,1003,435,15,595,17
14776,1,192,435,15,622,28
6499,1,1534,435,15,672,125
1488,3,777,435,15,695,2
3712,1,1630,435,15,704,125
12486,3,16,435,15,716,151
14384,1,1794,435,15,731,2
13157,2,1489,435,15,734,68
4035,5,118,435,15,736,67
19630,5,1608,435,15,775,32
2448,4,393,435,15,789,12
12483,1,124,435,15,795,40
14181,3,854,435,15,810,4
16429,5,1769,435,15,823,22
18735,1,364,435,15,849,36
6595,3,1777,435,15,856,11
11715,1,978,435,15,874,2
14730,1,1305,435,15,881,53
19838,2,851,435,15,885,7
15698,3,614,435,15,886,25
18278,4,272,435,15,948,35
7829,2,1362,435,15,956,17
19805,5,451,435,15,957,29
13174,2,1185,435,15,993,72
11422,2,108,435,15,996,4
5878,1,1159,435,15,1015,125
4680,3,659,435,15,1029,21
5341,3,1288,435,15,1077,21
19384,2,187,321,21,42,20
6297,2,857,321,21,56,62
807,3,791,321,21,67,75
12285,1,415,321,21,67,84
7170,2,1897,321,21,78,12
11875,4,1750,321,21,81,217
16883,5,1514,321,21,126,72
14375,2,169,321,21,129,151
15105,5,461,321,21,141,28
1163,4,1463,321,21,160,62
16983,3,9,321,21,164,36
14051,4,1257,321,21,179,23
7779,3,1600,321,21,194,75
6375,3,1931,321,21,261,80
14964,1,1311,321,21,284,134
16511,5,26,321,21,304,134
10737,5,900,321,21,351,68
4962,1,167,321,21,383,4
19045,2,1085,321,21,389,62
4600,2,1013,321,21,424,42
3076,3,76,321,21,466,53
16401,4,322,321,21,469,18
18159,5,1830,321,21,479,40
10933,4,1971,321,21,523,72
1555,2,765,321,21,562,62
9485,5,548,321,21,567,4
